,Country Code,Country Name,Year,Access to electricity (% of population),Adjusted savings: gross savings (% of GNI),Agriculture,Capital depreciation rate,Clientelism index,"Death rates, crude per 1000 people",Domestic credit to private sector (% of GDP),Economic Complexity Index,"GDP per capita (constant prices, PPP)",Government revenue,"Gross fixed capital formation, all, Constant prices, Percent of GDP",Human capital index,Industry,"Inflation, consumer prices (annual %)",Landlocked,Lending interest rate (%),"Life expectancy at birth, total (years)",Manufacturing,Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),Natural gas rents (% of GDP),Oil rents (% of GDP),Political corruption index,Political stability — estimate,"Primary net lending, General government, Percent of GDP",Property rights,Real interest rate (%),Rule of law index,Services,Share of consumption in GDP,Share of government spending in GDP,Share of investment in GDP,Total natural resources rents (% of GDP),Trade (% of GDP),Urban population (% of total population),"Use of IMF credit (DOD, current US$)",Total_Production,Total_Reserves,Total_Production_Value,Total_Reserves_Value,Hydrocarbons_Dominant,Subsoil_Metals_Dominant,Precious_Metals_Dominant,Population
10,AGO,Angola,2005,29.4,46.22787494,8.565367317,0.04232939,0.717,14.31,22.27492802,-1.257,6172.758,33.697,26.28893376874964,1.355705619,56.12429842,22.95351385,0,67.71813074,52.13,3.895781993,0.0,8.351590000000009,0.0367077829999999,42.22067832,0.864,-0.885,7.750426062,0.397,19.68201666,0.121,35.49932595,0.264263898,0.147640273,0.25946185,42.76007427,95.34145929,10803050.0,390203038.9,1269022.575342466,9050.0,50426765.22757108,359617.1054611551,1,0,0,19291161.0
11,AGO,Angola,2006,30.5,49.26495399,8.441008978,0.042668074,0.717,13.757,22.27492802,-1.654,6642.628000000001,40.027,24.51880221036985,1.367774248,54.2214233,13.30521018,0,19.51081445,52.965,3.6618496,0.0,15.261400000000002,0.080148587,40.27865209,0.864,-0.539,9.546606016,0.397,2.308273896,0.121,37.14396931,0.22934407,0.133777589,0.221920401,40.7534429,84.62460412,11387473.0,410714177.0,1401440.2849315067,9330.0,62846255.96581463,418394.9715629216,1,0,0,20015279.0
12,AGO,Angola,2007,37.5,46.96741645,8.616240422,0.042736743,0.717,12.98,22.27492802,-1.649,7302.588,42.44,24.09010920380675,1.379950404,57.90527824,12.25149745,0,17.6988356,54.2,3.442696493,0.0,23.8782,0.075690352,45.39760365,0.864,-0.667,4.810902143,0.397,11.90813343,0.121,34.0967823,0.2325023259999999,0.138810813,0.240880579,45.88117608,97.2256307,12000962.0,431421881.2,1655990.6047916098,9500.0,77883488.86697754,446797.9118331985,1,0,0,20778561.0
13,AGO,Angola,2008,38.5,45.74652705,7.818318033,0.043603368,0.728,12.302,22.27492802,-1.516,7825.396000000001,48.431,27.125568717141498,1.392234921,56.20782635,12.47582913,0,12.53360576,55.281,3.532351396000001,0.0,31.3891,0.056635878,52.10135811999999,0.864,-0.362,-2.140952723,0.397,-5.772358566,0.123,34.22129385,0.2238454969999999,0.137995437,0.280332655,52.56077296,108.6804087,12641893.0,420506996.4,1876322.885013319,9500.0,109919320.10195217,556531.9004043022,1,0,0,21578655.0
14,AGO,Angola,2009,33.8,30.63045955,10.36614746,0.045090653,0.718,11.702,22.27492802,-0.96,7606.388999999999,37.11,29.39742939305268,1.404628754,40.97232183,13.73028393,0,15.68207424,56.225,4.975453095000001,0.0,36.1789,0.061919488,29.778299520000004,0.864,-0.348,-5.204449388,0.397,34.93969387,0.13,46.65721746,0.335290611,0.171203285,0.403330266,30.31146614,102.2631833,13309339.0,787056610.5,1753832.8767123288,9500.0,63800653.27892437,345589.4881420892,1,0,0,22414773.0
15,AGO,Angola,2010,35.0,40.92309329,10.09130686,0.046247024,0.695,11.078,22.27492802,-1.427,7683.606,42.789,25.55363434581107,1.417132974,48.55013871,14.46965649,0,22.54357202,57.242,4.487228856,0.0,40.3668,0.063342463,37.70850918,0.864,-0.226,3.997114268,0.416,-4.761941244,0.129,40.40589549,0.286203533,0.147955582,0.308978587,38.16231011,90.99406314,14007418.0,1302262652.0,1812318.232741224,9055.0,81534124.04,407374.0912994057,1,0,0,23294825.0
16,AGO,Angola,2011,34.6,41.4587534,9.556306022,0.047425218,0.695,10.546,22.27492802,-1.23,7657.088,45.483,27.225458317637788,1.424196243,52.17066301,13.48246792,0,18.75724054,58.093,4.178085057999999,0.0,49.8515,0.070481598,38.61843582,0.864,-0.369,7.997947206,0.416,-8.398047555,0.129,37.82781529,0.268340647,0.157939032,0.305831224,39.022678500000005,89.03694434,14735211.0,1605921016.0,1670399.9368814025,9055.0,99712326.44169386,540526.3111,1,0,0,24218352.0
17,AGO,Angola,2012,37.3,40.49510382,9.696979324,0.048351917,0.701,10.043,22.27492802,-1.322,8004.574,41.34,26.91339474,1.43129468,53.36110365,10.27790492,0,16.65640132,58.916,4.361918025,0.0,50.7801,0.064691468,34.33283895,0.864,-0.389,4.452753779,0.416,8.910400009,0.129,38.15289463,0.288825363,0.161902159,0.291953266,34.73100763,81.93947855,15486973.0,1739652881.0,1734063.651444184,9055.0,100271460.0012892,523601.3508244042,1,0,0,25177394.0
18,AGO,Angola,2013,38.4,34.48894281,10.3295507,0.048732881,0.719,9.578,22.27492802,-1.265,8093.129000000001,36.746,26.066226656136564,1.438428521,50.37504054,8.777814293,0,15.8086383,59.705,4.779643734,0.0,50.7735,0.068998447,29.00148461,0.861,-0.391,0.397688613,0.416,12.1812486,0.128,40.50137795,0.315760851,0.224058986,0.260818005,29.40004523,77.34980137,16257565.0,1478597286.0,1737851.6739726032,9011.0,95619037.3078712,495797.8624,1,0,0,26165620.0
19,AGO,Angola,2014,32.0,31.80476469,11.47821589,0.048691805,0.719,9.179,22.27492802,-1.736,8176.552,30.736,25.67240054,1.445597887,43.99663621,7.280387304,0,16.38227094,60.396,4.726180924,0.0,51.7384,0.050898085,21.73660745,0.861,-0.333,-4.143840285,0.416,11.81815371,0.128,44.0532339,0.37508744,0.213110372,0.265493989,22.12424763,69.58014245,17036081.0,914027909.7,1701373.8257534243,8423.0,83564366.21563923,413702.5302611763,1,0,0,27160769.0
20,AGO,Angola,2015,42.0,26.11044254,13.66377233,0.048470814,0.719,8.809,22.27492802,-1.078,7960.448,24.134,24.83488753,1.452803016,36.73388413,9.355972155,0,16.8818624,61.042,5.240515596,0.0,49.3097,0.060440561,12.71873031,0.861,-0.505,-1.002663602,0.416,20.44380216,0.128,48.04193066,0.457098633,0.218248263,0.316665858,13.30567489,54.97938088,17884616.0,532051255.4,1795646.1884931508,9524.0,45620204.74184596,241966.83775769235,1,0,0,28157798.0
21,AGO,Angola,2016,41.8,25.28568499,14.67114133,0.047874562,0.719,8.476,18.59082776,-1.092,7481.876,17.523,23.52759731,1.460044026,37.39435133,30.69441508,0,15.78050394,61.619,5.868915283,0.0,44.5502,0.158766316,19.74839883,0.861,-0.322,-1.478419827,0.416,-4.212861222,0.128,46.7231427,0.493991494,0.205774024,0.247727767,20.88512027,47.01556614,18764489.0,395881505.2,1744837.415300547,9523.0,36326578.417821184,198263.7483810052,1,0,0,29183070.0
22,AGO,Angola,2017,42.9,24.56571053,14.928326,0.046948642,0.721,8.192,14.847459280000002,-1.581,7210.026,17.516,18.65155829709784,1.467321157,37.09893451,29.8444799,0,15.80610038,62.122,5.814021927,0.0,44.0682,0.47616201,24.71100601,0.722,-0.389,-2.585866988,0.387,-6.391178097,0.252,46.6189972,0.466189981,0.219926998,0.218714833,25.95032991,45.66434235,19678361.0,388801462.9,1671357.7063013697,8384.0,41892283.30451084,210143.4671350287,1,0,0,30234839.0
23,AGO,Angola,2018,45.3,27.19339988,13.33979057,0.04623979,0.686,7.928,13.25640128,-1.505,6872.841,22.866,17.942380474184223,1.4746345280000002,41.1891594,19.62893797,0,20.67700403,62.622,5.400009226,0.0,42.4589,0.745542432,30.730402729999994,0.63,-0.348,6.234111797000001,0.387,-3.608117395,0.323,43.95746168,0.497108698,0.187200636,0.1726529,32.0454056,58.91648008,20616442.0,1374114587.0,1519226.036712329,8160.0,48748125.57020498,261833.78578325053,1,0,0,31297155.0
24,AGO,Angola,2019,45.6,35.28579693,12.39115857,0.045704171,0.686,7.701,13.4718249,-1.204,6596.756000000001,21.179,17.659968420123565,1.481984377,42.22510451,17.08095414,0,19.29536721,63.051,5.442240339,0.0,45.8065,0.814083851,27.50482864,0.602,-0.37,5.674452636,0.387,-0.475965539,0.325,43.8627207,0.475599736,0.169428974,0.180379093,28.897859059999995,60.71482433,21582821.0,1861295680.0,1420376.514940822,7783.000000000001,40744211.88377463,219654.82071947493,1,0,0,32375632.0
25,ALB,Albania,1995,100.0,16.06478496,32.83744976,0.027020747,0.663,5.45,37.3109373,-0.473,4582.92,18.398,19.72881184,2.514031887,19.75201202,7.793218538,0,19.65,74.022,5.779267964,0.0371836559999999,-7.11e-15,0.0291496089999999,1.1595160280000003,0.683,-0.337,-0.862726118,0.749,-10.38599813,0.492,40.43287826,0.847883463,0.187035844,0.089683756,1.411994517,40.13869895,1220784.0,64519612.399999976,110198.0,0.0,16748183.898058368,0.0,0,1,0,3187784.0
26,ALB,Albania,1996,100.0,15.77900507,33.56166119,0.026981143,0.679,5.496,37.3109373,-0.264,5031.137999999999,18.398,21.62414572,2.581189394,19.22414667,12.72547781,0,23.95833333,74.113,5.554143543,0.037460468,0.070307774,0.0174110709999999,1.160702594,0.683,-0.337,-0.862726118,0.749,6.006720994,0.492,39.46635992,0.861248612,0.215534732,0.091186978,1.3615294889999996,44.41178201,1232352.0,54212531.10000002,96010.0,0.0,10409007.500381269,0.0,0,1,0,3168033.0
27,ALB,Albania,1997,100.0,5.450915562999999,28.94131451,0.026931835,0.698,5.84,37.3109373,-0.367,4509.643,18.398,15.4480405,2.634504318,20.20955299,33.18027438,0,32.70833333,73.383,5.183018602999999,0.008600433,0.1014224030000079,0.021229271,1.0883564459999997,0.709,-0.4405,-0.862726118,0.749,17.69520584,0.478,41.41348005,0.861700177,0.252641439,0.092095971,1.316160860000001,44.72937806,1244730.0,54973840.29999995,44777.0,0.0,2357192.905650727,0.0,1,0,0,3148281.0
28,ALB,Albania,1998,100.0,16.83153984,26.26104283,0.026943395,0.706,5.582,37.3109373,-0.438,4938.798999999999,26.826,15.13965061,2.688920259,16.91721108,20.64285887,0,27.16166667,74.357,5.131688159000001,0.0183314949999999,0.1732579459999996,0.002226435,0.23349463,0.75,-0.544,-0.862726118,0.749,18.00745542,0.457,42.96618581,0.868906558,0.261614054,0.1154963,0.3730208140000002,47.1306267,1257790.0,64445534.60000002,55134.0,0.0,5495184.168,0.0,0,1,0,3128530.0
29,ALB,Albania,1999,100.0,14.55843797,23.6225673,0.027267996,0.706,5.605,37.3109373,-0.347,5610.870000000001,28.266,17.38818491,2.744460106,18.52321448,0.3894376539999999,0,21.615,74.568,5.065613558000001,0.005672402,0.3431143359999993,0.001680056,0.4947254040000004,0.77,-0.542,-1.128542698,0.749,18.319705,0.453,45.45515178,0.790792346,0.245791957,0.146489948,0.5828199359999999,49.89541841,1271406.0,144308798.69999993,38088.0,0.0,2330252.5519677084,0.0,0,1,0,3108778.0
30,ALB,Albania,2000,99.4,25.13554024,22.17901395,0.027714049,0.623,5.619,37.3109373,-0.204,6038.985000000002,26.066,22.45579751,2.801147461,21.71218531,0.050018136000002,0,22.1025,74.826,4.711459153,0.0,0.940923,0.007034627,1.071500565,0.74,-0.54,-1.871685957,0.778,15.27850425,0.473,42.11593904,0.756058991,0.212971002,0.201741993,1.2058066409999997,61.60926104,1285455.0,148425240.19999993,20666.0,0.0,494631.0594,0.0,1,0,0,3089027.0
31,ALB,Albania,2001,99.4,28.02494716,20.45240541,0.028146217,0.651,5.625,37.3109373,-0.159,6601.477999999999,25.848,25.44580457,2.815089703,24.38664986,3.107588269999999,0,19.65416667,75.083,4.339241272000001,0.0,12.4732,0.010399354,0.6999221379999998,0.729,-0.419,-2.645210479,0.778,15.31159506,0.523,42.19905205,0.722214878,0.228211045,0.240735233,0.7742944779999998,64.24744626,1296121.0,141638824.60000002,15700.0,0.0,444931.4505070565,0.0,1,0,0,3060173.0
32,ALB,Albania,2002,99.4,24.89203175,19.76391647,0.028353844,0.677,5.69,37.3109373,-0.292,6921.684000000003,25.323,25.652436279797985,2.829101563,26.23832657,7.770525834,0,15.30416667,75.299,4.307757976,0.0,27.153,0.0117918089999999,0.6871776269999996,0.745,-0.298,-2.155485942,0.778,10.97195321,0.509,40.86930149,0.72236228,0.239019573,0.251809478,0.765808882,65.99146503,1316573.0,144218235.10000002,15000.0,0.0,343678.5749463078,0.0,1,0,0,3051010.0
33,ALB,Albania,2003,99.4,25.57210775,19.80762033,0.028446082,0.677,5.777,37.3109373,-0.141,7331.739,24.674,26.213910726151312,2.843183279,27.08468776,0.4840026119999994,0,14.27083333,75.557,4.343207119000001,0.0,35.278,0.009195223,0.692722775,0.745,-0.31,-0.605626788,0.778,8.894190774,0.508,39.09755515,0.729002833,0.236986771,0.259292394,0.7658316149999997,64.8232151,1338328.0,159415248.0,18000.0,0.0,409757.1282840758,0.0,1,0,0,3039616.0
34,ALB,Albania,2004,99.4,28.70839637,18.56307999,0.028523577,0.677,5.784,37.3109373,-0.252,7768.469000000001,24.992,27.76316827440219,2.857334852,27.72997522,2.280019169000001,0,11.76152183,75.951,4.474331528999999,0.00996934,40.6495,0.004867669,0.7931531630000004,0.745,-0.427,-1.309598772,0.778,8.405960014,0.52,39.55989883,0.710179508,0.250434846,0.286339253,0.8688215760000002,65.03793832,1361472.0,169099897.60000002,20642.0,0.0,2511809.686327653,0.0,0,1,0,3026939.0
35,ALB,Albania,2005,99.4,29.51262181,17.1247179,0.028456816,0.649,5.763,37.3109373,-0.233,8239.854,25.434,28.730081437000003,2.871556759,28.13721316,2.3665819569999997,0,13.075,76.427,4.794124734999999,0.025123242,49.7453,0.004024068,1.020953746,0.722,-0.505,-0.221017606,0.778,9.628600157,0.537,40.3981319,0.698699355,0.251077384,0.293757319,1.1011505570000004,69.11629266,1385096.0,158243429.0,20696.0,0.0,6113934.227635402,0.0,0,1,0,3011487.0
36,ALB,Albania,2006,99.4,28.23664757,16.04157503,0.028078603,0.625,5.715,37.3109373,-0.352,8781.447,25.928,29.12264413,2.878031731,28.42842552,2.3707283189999995,0,12.93994286,76.994,5.309709539,0.121229707,62.6026,0.008133516,1.192449217,0.722,-0.508,-0.398019568,0.778,9.987045502,0.537,40.19919728,0.690042734,0.228437558,0.318196386,1.378902395,72.20190895,1408595.0,162459042.69999993,4940.0,0.0,6533336.022248797,0.0,0,1,0,2992547.0
37,ALB,Albania,2007,99.4,23.30395066,15.53254945,0.027777402,0.625,5.609,37.3109373,-0.309,9377.463,26.13,28.66013003,2.884521484,28.57725457,2.9326824820000006,0,14.09962279,77.691,5.731781571,0.834611353,76.8284,0.011190009,1.2494340279999996,0.722,-0.204,-0.535072779,0.778,8.511737344,0.537,40.5451705,0.719442487,0.227313444,0.317130059,2.174050081,79.91190089,1431616.0,163478853.69999993,5084.0,0.0,13687910.23,0.0,0,1,0,2970017.0
38,ALB,Albania,2008,100.0,17.64187359,15.4221004,0.027784569,0.625,5.584,37.3109373,0.224,10158.433,26.842,27.78955623,2.891025543,28.56164972,3.3208709039999995,0,13.01964271,78.248,5.422752703999999,0.078706623,62.1342,0.008411424,1.6046546929999996,0.756,-0.031,-1.987255638,0.778,9.199158239,0.516,41.07502865,0.730305612,0.220150441,0.318625867,1.775404363999999,75.24854728,1455533.0,152026589.80000007,5133.0,0.0,19488598.31,0.0,0,1,0,2947314.0
39,ALB,Albania,2009,99.6,17.61593787,15.27922173,0.027893569,0.626,5.721,37.3109373,0.4169999999999999,10570.167,26.093,27.52334742,2.897544622,27.5678723,2.266922095,0,12.66093515,78.509,5.656708948,0.0418367,83.1929,0.006480997,0.9236601159999998,0.756,-0.045,-3.413110447,0.778,9.837731897,0.527,42.00402386,0.694842279,0.222281411,0.301740587,1.0475034159999996,73.32135756,1481712.0,144309407.5,4600.0,0.0,10593848.13830647,0.0,0,1,0,2927519.0
40,ALB,Albania,2010,99.6,20.16912159,16.35860819,0.027970843,0.629,6.055,38.56672221,-0.592,11016.55,25.867,24.00881521,2.904078007,27.47491428,3.627100915,0,12.82232989,78.414,5.960640216999999,0.142023694,91.9299,0.009252426,1.3095431719999997,0.767,-0.191,-0.163998619,0.778,8.35023474,0.524,41.31318459,0.662792742,0.222167447,0.27302438,1.5281681429999994,75.53253297,1511321.0,129370620.5,5672.0,0.0,15514866.618185824,0.0,0,1,0,2913021.0
41,ALB,Albania,2011,99.7,20.54013465,16.72022295,0.028005226,0.629,6.36,40.89041911,-0.487,11327.398,25.407,24.76885908,2.939330339,26.9409865,3.428071301000001,0,12.4320986,78.303,6.192222425999999,0.2189280639999999,106.474,0.013657627,2.454889085,0.767,-0.282,-0.354522115,0.778,10.5583645,0.524,42.23901955,0.691174626,0.205883846,0.266845077,2.898498354,80.69899853,1548229.0,117241292.79999997,4479.0,0.0,28382874.019766238,0.0,0,1,0,2905195.0
42,ALB,Albania,2012,99.9,19.77237939,17.59136855,0.02809801,0.629,6.728,41.04892897,-0.464,11506.954999999998,24.789,24.49726374,2.986768723,25.4077242,2.031592684,0,10.88034654,78.084,5.379378130000001,0.1657744439999999,120.275,0.016460841,2.866351043,0.765,-0.144,-0.327045623,0.778,10.62950543,0.529,43.50592361,0.688839316,0.194411948,0.245835155,3.2314524250000005,76.96835832,1540885.0,107036111.5,5691.0,0.0,32723250.0,0.0,0,1,0,2860708.0
43,ALB,Albania,2013,99.9,17.44054181,18.92481742,0.028236365,0.696,7.019,39.72199576,-0.505,11643.566,23.977,23.82002183,2.984553337,25.50680361,1.937620802,0,9.826604344,77.995,5.747654227999999,0.1116345159999999,126.772,0.0171746839999999,3.033924075,0.758,0.092,-2.005344035,0.782,9.440755873,0.544,42.62878446,0.729372025,0.202180341,0.241026476,3.3279908440000003,75.75061856,1529521.0,96755468.20000003,5087.0,0.0,26655880.0,0.0,0,1,0,2816902.0
44,ALB,Albania,2014,100.0,15.78467771,19.23775892,0.028367965,0.736,7.236,39.06036961,-0.57,11874.74,26.272,22.12377048,2.982339382,23.82866906,1.625865043999999,0,7.972500000000001,78.029,5.907101717,0.1053812579999999,115.701,0.0201834579999999,3.122076157,0.765,0.4859999999999999,-2.585411494,0.782,6.436178341,0.549,42.65756381,0.712002575,0.204155222,0.241894633,3.4169004340000004,75.02120231,1518154.0,150856823.19999993,3503.0,0.0,16919490.0,0.0,0,1,0,2773767.0
45,ALB,Albania,2015,100.0,16.66644875,18.74716028,0.028407658,0.736,7.245,36.88088022,-0.745,12173.622,26.44,22.653028085000003,2.980127335,24.48140915,1.8961740260000008,0,7.8775,78.358,6.27591543,0.065794847,117.33,0.019112954,1.452606185,0.765,0.342,-1.623616628,0.782,7.051515885,0.549,42.87786475,0.703825533,0.195925176,0.224244282,1.7348618680000003,71.27944766,1506525.0,243583720.9,71106.0,0.0,10269156.781633068,0.0,0,1,0,2731293.0
46,ALB,Albania,2016,99.9,16.77661082,19.16719075,0.028467104,0.727,7.288,36.20986353,-0.66,12597.301,27.642,22.36886886,2.977916718,23.86701789,1.275431683999999,0,6.734166667,78.643,6.303405541000001,0.002694133,116.284,0.013961259,0.8844107179999998,0.765,0.337,0.964855853,0.782,7.664675008,0.549,43.4481769,0.697227597,0.201253682,0.225166157,1.0584810420000004,74.01445045,1494642.0,387084198.2,4218.0,0.0,868108.5682857991,0.0,0,1,0,2689469.0
47,ALB,Albania,2017,99.9,16.48910123,18.07907821,0.028564056,0.727,7.373,34.13246524,-0.514,13039.696,27.756,21.16189214,2.975707769,22.95333271,1.9866613320000008,0,6.220000000000001,78.9,6.516401132999999,0.0,125.1,0.01889633,1.1261422759999995,0.763,0.374,0.6518975570000001,0.782,3.40221802,0.536,44.56213071,0.697358131,0.204488426,0.225537494,1.3460423789999991,76.78738179,1482517.0,488777110.1,46000.0,0.0,2002853.0194919857,0.0,1,0,0,2648285.0
48,ALB,Albania,2018,100.0,16.56738909,17.91555582,0.028637392,0.72,7.375,32.50735868,-0.53,13570.554,27.457,20.68733835,2.982733011,23.75358863,2.028059631,0,5.932499999999999,79.238,6.708115065,0.040868827,93.8031,0.0224586159999999,1.4698338190000002,0.742,0.3669999999999999,0.60166353,0.782,4.415049426,0.544,44.39702825,0.708833516,0.203478694,0.230268925,1.711116281000001,75.69407837,1470162.0,470321203.4,100601.0,0.0,16125438.14,0.0,0,1,0,2607733.0
49,ALB,Albania,2019,100.0,14.58753025,18.16039737,0.028646111,0.706,7.473,33.72559551,-0.558,13862.629999999996,27.209,19.4358083,2.989798784,22.96552109,1.4110907899999994,0,6.275833333,79.467,6.967485863,0.036388555,91.1635,0.0273614,1.4243710960000002,0.689,0.1099999999999999,0.13147389,0.847,5.222938044,0.564,45.45341143,0.713314295,0.204313785,0.216408357,1.6349737849999988,75.38212893,1457584.0,447707759.2,34551.0,0.0,15075344.67837911,0.0,0,1,0,2567801.0
50,ARE,United Arab Emirates,1995,100.0,19.99084097341016,1.787068305,0.027301263,0.717,2.85,81.93987114,-0.116,97687.065,29.727,25.26687703,2.334688425,45.54517392,12.25042024,0,9.140220894709287,71.392,6.772462657,0.0,5.298629245999997,1.5277471559999998,16.34734639,0.135,0.964,3.586201977,0.2239999999999999,6.429200157998085,0.639,52.66775777,0.458554447,0.060908135,0.318553597,17.87533681,89.86457993,1905313.000000004,0.0,2692499.331974983,103812.525,548142619.4,1953642.0302023245,0,1,0,2434662.0
